,Brand,Price,Sales Package,Model Number,Part Number,Model Name,Series,Color,Type,Suitable For,MS Office Provided,Processor Brand,Processor Name,SSD,SSD Capacity,RAM,RAM Type,Processor Variant,Clock Speed,Graphic Processor,Operating System,USB Port,Touchscreen,Screen Size,Screen Resolution,Screen Type,Speakers,Internal Mic,Wireless LAN,Bluetooth,Dimensions,Weight,Disk Drive,Web Camera,Keyboard,Backlit Keyboard,Warranty Summary,Warranty Service Type,Covered in Warranty,Not Covered in Warranty
251,HP OMEN Ryzen 7 Octa Core AMD R7-5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050Ti) 16-C0138AX Gaming Laptop Rs.117664  Price in India - Buy HP OMEN Ryzen 7 Octa Core AMD R7-5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050Ti) 16-C0138AX Gaming Laptop Mica Silver Online - HP : Flipkart.com,92990,"Laptop, Power Adaptor, User Guide, Warranty Documents",16-C0138AX,4A3E3PA#ACJ,16-C0138AX,OMEN,Mica Silver,Gaming Laptop,Gaming,Yes,AMD,Ryzen 7 Octa Core,Yes,512 GB,16 GB,DDR4,AMD R7-5800H,4.4,NVIDIA GeForce RTX 3050Ti,Windows 11 Home,"1 x SuperSpeed USB Type-C 10Gbps signaling rate, (USB Power Delivery, DisplayPort 1.4, HP Sleep and Charge), 1 x SuperSpeed USB Type-A 5Gbps signaling rate (HP Sleep and Charge), 2 x SuperSpeed USB Type-A 5Gbps signaling rate",No,40.89 cm (16.1 Inch),1920 x 1080 Pixels,"FHD, IPS, micro-edge, anti-glare, Low Blue Light (Brightness: 300 nits, 137 ppi, Color Gamut: 100% Srgb)",Dual speakers,Integrated dual array digital microphones,Intel Wi-Fi AX210 (2x2),v5.2,369 x 245 x 22.5 mm,2.32 Kg,Not Available,HP Wide Vision 720p HD camera,"Full-size, 4-zone RGB backlit, mica silver keyboard",Yes,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage
252,Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) 82K101B6IN|82K101FTIN Gaming Laptop Rs.81990  Price in India - Buy Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) 82K101B6IN|82K101FTIN Gaming Laptop Shadow Black Online - Lenovo : Flipkart.com,53990,"Laptop, Battery, Adapter, Cables and User Manuals",82K101B6IN|82K101FTIN,"82K101B6IN, 82K101FTIN",15IHU6,IdeaPad Gaming 3 Intel,Shadow Black,Gaming Laptop,Gaming,No,Intel,Core i5,Yes,512 GB,8 GB,DDR4,11320H,2.5 GHz upto max turbo frequency at 4.5 Ghz,NVIDIA GeForce GTX 1650,Windows 11 Home,"2 x USB 3.2 Gen 1, 1 x USB-C 3.2 Gen 1 (support data transfer only)",No,100.63 cm (39.62 cm),1920 x 1080 Pixel,"Full HD IPS 250nits Anti-glare, 60Hz, 45% NTSC, DC dimmer",speakers Two built-in stereo speakers,Built-in Dual Array Microphones,"Wi-Fi 6 11ax, 2x2",v5.0,359.6 x 251.9 x 24.2 mm,2.25 kg,Not Available,HD 720p with Camera Shutter,"White Backlit, English",Yes,1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidentaly Damage Protection,Onsite,Manufacturing Defects,Physical Damage
253,HP Laptop Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq2212AU Thin and Light Laptop Rs.48419  Price in India - Buy HP Laptop Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq2212AU Thin and Light Laptop Natural Silver Online - HP : Flipkart.com,38990,"Laptop, battery, adapter, cables and user manuals",15s- eq2212AU,7G6H1PA#ACJ,15s- eq2212AU,Laptop,Natural Silver,Thin and Light Laptop,Processing & Multitasking,Yes,AMD,Ryzen 3 Quad Core,Yes,512 GB,8 GB,DDR4,5300U,2.6 GHz with Turbo Boost Upto 3.8 GHz,AMD Radeon AMD,Windows 11 Home,"1 x SuperSpeed USB Type-C 5Gbps signaling rate, 2 x SuperSpeed USB Type-A 5Gbps signaling rate",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD, Brightness: 250 nits, 141 ppi, Color Gamut: 45%NTSC",Built-in Speakers,Yes,Realtek RTL8821CE 802.11b/g/n/ac (2x2),V5.0,358 x 242 x 17.9 mm,1.69 Kg,Not Available,HP True Vision 720p HD camera,Full-size island-style Natural Silver keyboard with numeric keypad,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage
254,ASUS Zenbook 14 OLED Touch Intel EVO P-Series Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) UX3402ZA-KN732WS Thin and Light Laptop Rs.134990  Price in India - Buy ASUS Zenbook 14 OLED Touch Intel EVO P-Series Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) UX3402ZA-KN732WS Thin and Light Laptop Aqua Celadon Online - ASUS : Flipkart.com,109990,"Laptop, battery, adapter, cables and user manuals",UX3402ZA-KN732WS,90NB0WC4-M01410,UX3402ZA-KN732WS,Zenbook 14 OLED Touch Intel EVO P-Series,Aqua Celadon,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i7,Yes,512 GB,16 GB,LPDDR5,1260P,3.4 GHz upto max turbo frequency at 4.7 Ghz,Intel Integrated Iris Xe,Windows 11 Home,"1 x USB 3.2 Gen 2 Type-A, 2 x Thunderbolt 4 supports display / power delivery",Yes,35.56 cm (14 inch),2880 x 1800 PIxel,"2.8K OLED 16:10 aspect ratio, 0.2ms response time, 90Hz refresh rate, 400nits, 550nits HDR peak brightness, 100% DCI-P3 color gamut, VESA CERTIFIED Display HDR True Black 500, 1.07 billion colors, PANTONE Validated, Glossy display, 70% less harmful blue light, SGS Eye Care Display",Built-in Speakers,Yes,Wi-Fi 6E(802.11ax) (Dual band) 2*2,v5.0,,1.39 Kg,Not Available,1080p Full HD camera,Backlit Chiclet Keyboard,Yes,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage
255,MSI Core i5 12th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 4050) Thin GF63 12VE-267IN Gaming Laptop Rs.114990  Price in India - Buy MSI Core i5 12th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 4050) Thin GF63 12VE-267IN Gaming Laptop Black Online - MSI : Flipkart.com,79990,"Laptop, battery, power adapter, user guide",Thin GF63 12VE-267IN,9S7-16R821-267,Thin GF63 12VE-267IN,,Black,Gaming Laptop,Gaming,No,Intel,Core i5,Yes,256 GB,16 GB,DDR4,12450H,3.3 GHz upto max turbo frequency at 4.4 Ghz,NVIDIA GeForce RTX 4050,Windows 11 Home,"1 x Type-C (USB3.2 Gen1 / DP), 3 x Type-A USB3.2 Gen1",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD, 144Hz 45%NTSC IPS-Level",Build-in Dual Speakers,Yes,Intel Wi-Fi 6 AX201(2*2 ax),v5.2,,1.86 Kg,Not Available,HD type (30fps@720p),Red Backlit Gaming Keyboard,Yes,2 Year Carry-in Warranty,Carry-in,Part Failure,"Physical Damage, Burn, Liquid Spill"
256,ASUS Vivobook Go 15 (2023) Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ521WS Thin and Light Laptop Rs.62990  Price in India - Buy ASUS Vivobook Go 15 (2023) Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ521WS Thin and Light Laptop Cool Silver Online - ASUS : Flipkart.com,41990,"Laptop, battery, power adapter, user guide",E1504FA-NJ521WS,90NB0ZR1-M00AH0,E1504FA-NJ521WS,Vivobook Go 15 (2023),Cool Silver,Thin and Light Laptop,Processing & Multitasking,Yes,AMD,Ryzen 5 Quad Core,Yes,512 GB,8 GB,LPDDR5,7520U,2.8 GHz upto max turbo frequency at 4.3 Ghz,AMD Radeon AMD,Windows 11 Home,"1 x USB 2.0 Type-A, 1 x USB 3.2 Gen 1 Type-A, 1 x USB 3.2 Gen 1 Type-C",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD, 16:9 aspect ratio, LED Backlit, 60Hz refresh rate, 250nits, 45% NTSC color gamut, Anti-glare display",Built-in Speakers,Yes,Wi-Fi 6E(802.11ax) (Dual band) 1*1,v5.0,,1.63 Kg,Not Available,720p HD camera With privacy shutter,Chiclet Keyboard,No,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage
257,Lenovo Lenovo V15 Celeron Dual Core 4th Gen - (8 GB/256 GB SSD/Windows 11 Home) 82QYA00MIN Laptop Rs.42032  Price in India - Buy Lenovo Lenovo V15 Celeron Dual Core 4th Gen - (8 GB/256 GB SSD/Windows 11 Home) 82QYA00MIN Laptop Iron Grey Online - Lenovo : Flipkart.com,23490,"Laptop, battery, adapter, cables and user manuals",82QYA00MIN,82QYA00MIN,Lenovo V15,Lenovo V15,Iron Grey,Laptop,"Everyday Use, Travel & Business, Learning, Performance",No,Intel,Celeron Dual Core,Yes,256 GB,8 GB,DDR4,,,Intel Integrated Intel UHD Graphics,Windows 11 Home,2,No,39.62 cm (15.6 inch),1920 x 1080 pixel,Full HD,,,Yes,Yes,,,Not Available,Yes,Full Size Keyboard,,1 Years,Carry-in,MANUFACTURING DEFECT,Any kind of physical damage including electrical surge. No software coverage in warranty
258,Acer Aspire 7 (2023) Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) A715-76G Gaming Laptop Rs.76999  Price in India - Buy Acer Aspire 7 (2023) Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) A715-76G Gaming Laptop Charcoal Black Online - Acer : Flipkart.com,62990,"Laptop, Power Adaptor, User Guide, Warranty Documents",A715-76G,UN.QMESI.003,A715-76G,Aspire 7 (2023),Charcoal Black,Gaming Laptop,Gaming,No,Intel,Core i5,Yes,512 GB,16 GB,DDR4,12450H,3.3 GHz upto max turbo frequency at 4.4 Ghz,NVIDIA GeForce GTX 1650,Windows 11 Home,"1 x USB 3.2 port with power-off charging, 2 x USB 3.2 port, 1 x USB Type-C port /Thunderbolt 4 port",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD display with IPS (In-Plane Switching) technology, Acer ComfyView LED-backlit TFT LCD",Two built-in stereo speakers,,Intel Wireless Wi-Fi 6E AX211,v5.1,362.3 x 237.4 x 19.9 mm,2.1 Kg,Not Available,T-Type HD camera with 1280 x 720 resolution and 720p HD video at 30 fps with Temporal Noise Reduction,"99-/100-/103-key Acer backlit keyboard with international language support, with indicators of CapsLock and F4/Microphone mute",Yes,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage
259,DELL Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 Laptop Thin and Light Laptop Rs.72180  Price in India - Buy DELL Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 Laptop Thin and Light Laptop Carbon Black Online - DELL : Flipkart.com,54990,"Laptop, battery, adapter, cables and user manuals",New Inspiron 15 Laptop,D560871WIN9B/D560865WIN9B,Inspiron 3520,,Carbon Black,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i5,Yes,512 GB,8 GB,DDR4,1235U,"Base Frequency 3.30 GHz, Max Turbo Boost Frequency Up to 4.40 GHz",Intel Integrated UHD,Windows 11 Home,"2 x USB 3.2 Gen 1 ports, 1 x USB 2.0 port",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,Full HD WVA AG 120Hz 250 nits Narrow Border,Built-in Speakers,,Intel Wi-Fi 6 2x2 (Gig+),v5.2,358 X 235 x 21.0 mm,1.65 Kg,Not Available,HD Camera,Standard Keyboard,,1 Year Onsite Hardware Service,Onsite,Manufacturing Defects,Accidental Damage
260,ASUS Vivobook 15 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515EA-EJ322WS | X515EA-EJ328WS Thin and Light Laptop Rs.56990  Price in India - Buy ASUS Vivobook 15 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515EA-EJ322WS | X515EA-EJ328WS Thin and Light Laptop Transparent Silver Online - ASUS : Flipkart.com,34990,"Laptop, Battery, Adapter, Cables and User Manuals",X515EA-EJ322WS | X515EA-EJ328WS,90NB0TY2-M00JK0 | 90NB0TY2-M047X0,X515EA-EJ322WS | X515EA-EJ328WS,Vivobook 15,Transparent Silver,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i3,Yes,512 GB,8 GB,DDR4,1115G4,3.0 GHz up to max turbo frequency at 4.1 GHz,Intel Integrated UHD,Windows 11 Home,"1 x USB 3.2 Gen 1 Type-A, 1 x USB 3.2 Gen 1 Type-C, 2 x USB 2.0 Type-A",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD 16:9 Aspect ratio, LED Backlit, 200nits, 45% NTSC Color Gamut, Anti-glare display",Built-in Speaker,Built-in Microphone,Wi-Fi 5(802.11ac) (Dual band) 1x1,v4.1,360 x 235 x 19.9 mm,1.80 kg,Not Available,VGA camera,Chiclet Keyboard with Num-key,No,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage
261,MSI Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) GF63 Thin 11UC-1296IN Gaming Laptop Rs.81990  Price in India - Buy MSI Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) GF63 Thin 11UC-1296IN Gaming Laptop Black Online - MSI : Flipkart.com,65990,"Laptop, battery, power adapter, user guide",GF63 Thin 11UC-1296IN,9S7-16R612-1296,GF63 Thin 11UC-1296IN,,Black,Gaming Laptop,Gaming,No,Intel,Core i5,Yes,512 GB,16 GB,DDR4,11400H,2.7Ghz upto 4.5 GHz,NVIDIA GeForce RTX 3050,Windows 11 Home,"1 x Type-C USB3.2 Gen1, 3 x Type-A USB3.2 Gen1",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD, 144Hz 45%NTSC IPS-Level",Build-in Dual Speakers,Yes,Intel Wi-Fi 6 AX201(2*2 ax),v5.2,,1.86 Kg,Not Available,HD type (30fps@728p),Single Backlit Keyboard (Red),No,2 Year Carry-in Warranty,Carry-in,Part Failure,"Physical Damage, Burn, Liquid Spill"
262,Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 15ITL6 Thin and Light Laptop Rs.63790  Price in India - Buy Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 15ITL6 Thin and Light Laptop Arctic Grey Online - Lenovo : Flipkart.com,37990,"Laptop, Power Adaptor, User Guide, Warranty Documents",15ITL6,82H80238IN,,IdeaPad 3,Arctic Grey,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i3,Yes,512 GB,8 GB,DDR4,1115G4,3.0 GHz with Turbo Boost Upto 4.1 GHz,Intel Integrated UHD,Windows 10 Home,"1 x USB 2.0, 1 x USB 3.2 Gen 1, 1 x USB-C 3.2 Gen 1 (Support Data Transfer Only)",No,39.62 cm (15.6 inch),1920 x 1080 Pixels,Full HD IPS Anti-glare Display (300nits),"Built-in Stereo Speakers (1.5W x 2, Dolby Audio)",Built-in Dual Array Microphones,11ac (2x2),v5.0,359.2 x 236.5 x 19.9,1.65 Kg,Not Available,720p with Privacy Shutter Webcam,Non-backlit English Keyboard,No,2 Years Warranty,Onsite,Manufacturer’s warranty against faulty workmanship or defective parts,(1) Any kind of physical damage including electrical surge; (2) No software coverage in warranty
263,Lenovo IdeaPad 3 Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 82H801L7IN | 82H802FJIN | 82H802L3IN | 82H801LHIN I 82H803E6IN Thin and Light Laptop Rs.55490  Price in India - Buy Lenovo IdeaPad 3 Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 82H801L7IN | 82H802FJIN | 82H802L3IN | 82H801LHIN I 82H803E6IN Thin and Light Laptop Arctic Grey Online - Lenovo : Flipkart.com,36950,"Laptop, Power Adaptor, User Guide, Warranty Documents",82H801L7IN | 82H802FJIN | 82H802L3IN | 82H801LHIN I 82H803E6IN,0196118455495 | 0196379293072 | 0196800313836 | 0196118455235,15ITL6,IdeaPad 3 Intel,Arctic Grey,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i3,Yes,512 GB,8 GB,DDR4,1115G4,1.7 GHz upto max turbo frequency at 4.1 Ghz,Intel Integrated UHD,Windows 11 Home,"1 x USB 2.0, 1 x USB 3.2 Gen 1, 1 x USB-C 3.2 Gen 1 (support data transfer only)",No,39.62 cm (15.6 inch),1920 x 1080 pixel,Full HD TN 250nits Anti-glare,Built-in Dual Speakers,Built-in array microphones,"11ac, 2x2",v5.0,359.2 x 236.5 x 19.9 mm,1.65 kg,Not Available,720p with Privacy Shutter,"Non-backlit, English",No,2 Year warranty,Onsite,Manufacturer’s warranty against faulty workmanship or defective parts,(1) Any kind of physical damage including electrical surge; (2) No software coverage in warranty
264,Lenovo Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15AMN7 Thin and Light Laptop Rs.59390  Price in India - Buy Lenovo Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15AMN7 Thin and Light Laptop Cloud Grey Online - Lenovo : Flipkart.com,39990,"Laptop, Power Adaptor, User Guide, Warranty Documents",15AMN7,82VG009MIN|82VG00EVIN,15AMN7,,Cloud Grey,Thin and Light Laptop,Processing & Multitasking,Yes,AMD,Ryzen 3 Quad Core,Yes,512 GB,8 GB,LPDDR5,7320U,2.4GHz Upto 4.1GHz,AMD Radeon AMD Radeon 610M Graphics,Windows 11 Home,"1 x USB-C 3.2 Gen 1, 1 x USB 2.0, 1 x USB 3.2 Gen 1",No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"FHD, TN 220nits, Anti-glare",Built-in Dual Stereo Speakers,Built-in dual array microphone,"Wi-Fi 6, 11ax 2x2",v5.1,360.2 x 236 x 17.9mm,1.58 Kg,Not Available,HD 720p with Privacy Shutter,"Non-backlit, English",No,1 Year Courier or Carry-in Warranty,Onsite,Manufacturing Defects,Physical damage
265,ASUS Vivobook 15 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515EA-EJ322WS | X515EA-EJ328WS Thin and Light Laptop Rs.56990  Price in India - Buy ASUS Vivobook 15 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515EA-EJ322WS | X515EA-EJ328WS Thin and Light Laptop Transparent Silver Online - ASUS : Flipkart.com,34990,"Laptop, Battery, Adapter, Cables and User Manuals",X515EA-EJ322WS | X515EA-EJ328WS,90NB0TY2-M00JK0 | 90NB0TY2-M047X0,X515EA-EJ322WS | X515EA-EJ328WS,Vivobook 15,Transparent Silver,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i3,Yes,512 GB,8 GB,DDR4,1115G4,3.0 GHz up to max turbo frequency at 4.1 GHz,Intel Integrated UHD,Windows 11 Home,"1 x USB 3.2 Gen 1 Type-A, 1 x USB 3.2 Gen 1 Type-C, 2 x USB 2.0 Type-A",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD 16:9 Aspect ratio, LED Backlit, 200nits, 45% NTSC Color Gamut, Anti-glare display",Built-in Speaker,Built-in Microphone,Wi-Fi 5(802.11ac) (Dual band) 1x1,v4.1,360 x 235 x 19.9 mm,1.80 kg,Not Available,VGA camera,Chiclet Keyboard with Num-key,No,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage
266,Lenovo IdeaPad 3 Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 82H801L7IN | 82H802FJIN | 82H802L3IN | 82H801LHIN I 82H803E6IN Thin and Light Laptop Rs.55490  Price in India - Buy Lenovo IdeaPad 3 Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 82H801L7IN | 82H802FJIN | 82H802L3IN | 82H801LHIN I 82H803E6IN Thin and Light Laptop Arctic Grey Online - Lenovo : Flipkart.com,36950,"Laptop, Power Adaptor, User Guide, Warranty Documents",82H801L7IN | 82H802FJIN | 82H802L3IN | 82H801LHIN I 82H803E6IN,0196118455495 | 0196379293072 | 0196800313836 | 0196118455235,15ITL6,IdeaPad 3 Intel,Arctic Grey,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i3,Yes,512 GB,8 GB,DDR4,1115G4,1.7 GHz upto max turbo frequency at 4.1 Ghz,Intel Integrated UHD,Windows 11 Home,"1 x USB 2.0, 1 x USB 3.2 Gen 1, 1 x USB-C 3.2 Gen 1 (support data transfer only)",No,39.62 cm (15.6 inch),1920 x 1080 pixel,Full HD TN 250nits Anti-glare,Built-in Dual Speakers,Built-in array microphones,"11ac, 2x2",v5.0,359.2 x 236.5 x 19.9 mm,1.65 kg,Not Available,720p with Privacy Shutter,"Non-backlit, English",No,2 Year warranty,Onsite,Manufacturer’s warranty against faulty workmanship or defective parts,(1) Any kind of physical damage including electrical surge; (2) No software coverage in warranty
267,ASUS ROG Zephyrus Duo 16 (2022) Dual Screen Laptop with 90Whr Battery Ryzen 7 Octa Core 6800H - (32 GB/2 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060) GX650RM-LS019WS Gaming Laptop Rs.298990  Price in India - Buy ASUS ROG Zephyrus Duo 16 (2022) Dual Screen Laptop with 90Whr Battery Ryzen 7 Octa Core 6800H - (32 GB/2 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060) GX650RM-LS019WS Gaming Laptop Black Online - ASUS : Flipkart.com,204990,"Laptop, Battery, Adapter, Cables and User Manuals, Palm rest",GX650RM-LS019WS,90NR09N1-M000R0,GX650RM-LS019WS,ROG Zephyrus Duo 16 (2022) Dual Screen Laptop with 90Whr Battery,Black,Gaming Laptop,Gaming,Yes,AMD,Ryzen 7 Octa Core,Yes,2 TB,32 GB,DDR5,6800H,3.2 GHz upto max turbo frequency at 4.7 Ghz,NVIDIA GeForce RTX 3060,Windows 11 Home,"1 x USB 3.2 Gen 2 Type-C support DisplayPort, 1 x USB 3.2 Gen 2 Type-C support DisplayPort / power delivery / G-SYNC, 2 x USB 3.2 Gen 2 Type-A",No,40.64 cm (16 Inch),1920 x 1200 Pixel,"FHD+ LED-Backlit LCD,165Hz Refresh Rate, Response Time 3ms, IPS-level, Brightness 500nits, Contrast 1200:1, DCI-P3 100, Anti-glare display",Built-in Speakers,Built-in Microphone,Wi-Fi 6E(802.11ax) (Dual band) 2x2,v5.2,355 x 266 x 21.0 mm,2.50 kg,Not Available,720P HD IR Camera for Windows Hello,Backlit Chiclet Keyboard Per-Key RGB,Yes,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage
268,Lenovo Yoga Slim 7 Pro Intel Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14IHU5 Thin and Light Laptop Rs.  Price in India - Buy Lenovo Yoga Slim 7 Pro Intel Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14IHU5 Thin and Light Laptop Slate Grey Online - Lenovo : Flipkart.com,69990,"Laptop, Power Adaptor, User Guide, Warranty Documents",14IHU5,82NC00EWIN,14IHU5,Yoga Slim 7 Pro Intel,Slate Grey,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i5,Yes,512 GB,16 GB,LPDDR4X,11320H,2.50 GHz up to 4.50 GHz,Intel Integrated Iris Xe,Windows 11 Home,,No,35.56 cm (14 Inch),2880 x 1800 Pixel,"2.8K IPS 400nits Anti-glare, 90Hz, 100% sRGB, Dolby Vision",,,"Wi-Fi 6 11ax, 2x2",v 5.1,312.4 x 221.4 x 14.6 mm,1.3 Kg,Not Available,"ToF, HD 720p & IR","Backlit, English",,3 Years Warranty,Carry in,Manufacturing defects,Physical Damage
269,Acer Aspire 7 (2023) Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) A715-76G Gaming Laptop Rs.76999  Price in India - Buy Acer Aspire 7 (2023) Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) A715-76G Gaming Laptop Charcoal Black Online - Acer : Flipkart.com,62990,"Laptop, Power Adaptor, User Guide, Warranty Documents",A715-76G,UN.QMESI.003,A715-76G,Aspire 7 (2023),Charcoal Black,Gaming Laptop,Gaming,No,Intel,Core i5,Yes,512 GB,16 GB,DDR4,12450H,3.3 GHz upto max turbo frequency at 4.4 Ghz,NVIDIA GeForce GTX 1650,Windows 11 Home,"1 x USB 3.2 port with power-off charging, 2 x USB 3.2 port, 1 x USB Type-C port /Thunderbolt 4 port",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD display with IPS (In-Plane Switching) technology, Acer ComfyView LED-backlit TFT LCD",Two built-in stereo speakers,,Intel Wireless Wi-Fi 6E AX211,v5.1,362.3 x 237.4 x 19.9 mm,2.1 Kg,Not Available,T-Type HD camera with 1280 x 720 resolution and 720p HD video at 30 fps with Temporal Noise Reduction,"99-/100-/103-key Acer backlit keyboard with international language support, with indicators of CapsLock and F4/Microphone mute",Yes,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage
270,DELL Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 10/4 GB Graphics/NVIDIA GeForce RTX 3050) G15-5515 Gaming Laptop Rs.101681  Price in India - Buy DELL Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 10/4 GB Graphics/NVIDIA GeForce RTX 3050) G15-5515 Gaming Laptop Specter Green Online - DELL : Flipkart.com,66990,"Laptop, battery, adapter, cables and user manuals",G15-5515,D560566WIN9G,G15-5515,,Specter Green,Gaming Laptop,Gaming,Yes,AMD,Ryzen 5 Hexa Core,Yes,512 GB,8 GB,DDR4,5600H,3.3 GHz upto max turbo frequency at 4.2 Ghz,NVIDIA GeForce RTX 3050,Windows 10,"1 x USB 3.2 Gen 1 port , 2 x USB 2.0 ports",No,38.0 cm (14.96 Inch),1920 x 1080 pixel,Full HD WVA AG 250 nits 120Hz Narrow Border,Yes,Yes,Intel Wi-Fi 6 2x2 (Gig+),v5.0,357 x 272 x 26.9 mm,2.5 kg,Not Available,HD,English International Backlit Keyboard Orange,Yes,1 Year Premium Support,Onsite,Manufacturing Defects,Accidental Damage
